department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,,3,
Technology,Bachelors,Male,1,27,1,5,1,79,,1,
Analytics,Masters & above,Male,2,36,5,7,0,93,,1,
Operations,Bachelors,Male,2,50,3,14,0,59,,1,
Sales & Marketing,Masters & above,Male,2,32,3,8,0,51,,1,
Analytics,Bachelors,Male,2,34,3,6,1,86,,1,
HR,Masters & above,Female,1,33,3,5,0,48,,1,
Sales & Marketing,Bachelors,Male,1,33,5,3,1,48,,1,
Sales & Marketing,Bachelors,Male,1,35,2,4,1,43,,1,
Procurement,Masters & above,Male,1,40,5,13,1,73,,1,
Sales & Marketing,Bachelors,Male,1,41,3,12,1,46,,1,
Sales & Marketing,Bachelors,Male,1,27,4,3,1,61,,1,
HR,Masters & above,Female,1,54,5,14,1,46,,1,
Operations,Masters & above,Male,1,34,3,4,0,55,,1,
Sales & Marketing,Bachelors,Male,1,51,3,6,1,49,,1,
Legal,Bachelors,Male,1,35,4,3,0,59,,1,
Finance,Bachelors,Male,2,29,5,3,0,60,,1,
Procurement,Masters & above,Female,2,40,3,3,1,67,,1,
Procurement,Bachelors,Female,1,33,5,7,1,68,,1,
Sales & Marketing,Bachelors,Female,2,34,3,7,0,52,,1,
Sales & Marketing,Masters & above,Female,1,38,3,9,1,46,,1,
R&D,Bachelors,Male,1,35,5,7,1,84,,1,
Operations,Masters & above,Female,1,40,4,13,0,64,,1,
Analytics,Bachelors,Male,1,32,1,6,0,82,,1,
Analytics,Bachelors,Male,1,32,5,3,1,86,,3,
Legal,Bachelors,Male,1,27,N/A,1,1,57,,1,
Procurement,Bachelors,Female,1,34,3,9,1,64,,1,
Technology,Masters & above,Male,1,37,3,4,0,80,,1,
R&D,Masters & above,Male,1,37,3,7,1,89,,1,
HR,Masters & above,Male,1,37,3,3,0,57,,1,
Technology,Bachelors,Female,1,34,3,4,0,79,,1,
Procurement,Bachelors,Male,1,52,5,7,1,70,,1,
Sales & Marketing,Bachelors,Female,1,27,5,3,0,48,,1,
Legal,Bachelors,Male,1,28,5,4,1,57,,1,
Analytics,Bachelors,Male,3,33,5,7,1,88,,1,
Procurement,Bachelors,Male,1,57,5,15,1,72,,1,
Sales & Marketing,Bachelors,Male,1,34,1,5,0,50,,1,
Operations,Bachelors,Female,1,32,4,4,1,58,,1,
Sales & Marketing,Bachelors,Female,1,31,4,6,0,48,,1,
Finance,Bachelors,Male,1,26,3,2,1,58,,1,
Operations,Bachelors,Male,1,39,3,5,0,59,,1,
Procurement,Bachelors,Male,2,36,3,10,0,69,,1,
R&D,Bachelors,Male,4,36,4,5,0,84,,1,
Technology,Masters & above,Male,1,49,5,16,1,79,,1,
Sales & Marketing,Bachelors,Male,2,30,2,3,0,46,,1,
Procurement,Bachelors,Female,2,46,3,6,0,73,,1,
Procurement,Masters & above,Male,1,43,3,13,0,70,,1,
Sales & Marketing,Bachelors,Female,1,26,1,2,0,50,,1,
Technology,Masters & above,Female,1,41,3,3,1,80,,1,
Operations,Bachelors,Female,1,45,5,12,1,58,,1,
HR,Bachelors,Female,1,33,3,2,0,53,,1,
Operations,Bachelors,Female,1,42,4,10,0,59,,1,
Sales & Marketing,Bachelors,Male,1,57,1,7,0,44,,1,
Analytics,Bachelors,Male,1,35,4,3,1,86,,1,
Procurement,Masters & above,Female,1,44,3,8,0,71,,1,
Operations,Masters & above,Male,2,39,3,5,1,53,,1,
Analytics,Masters & above,Male,1,38,5,2,1,86,,1,
Technology,Bachelors,Male,1,39,4,10,1,75,,1,
Sales & Marketing,Bachelors,Male,1,52,4,18,0,49,,1,
Sales & Marketing,Masters & above,Male,1,36,3,4,0,49,,1,
Procurement,Bachelors,Male,1,32,5,10,0,85,,3,
Legal,Below Secondary,Male,1,25,N/A,1,1,57,,1,
Procurement,Bachelors,Male,1,33,1,9,0,73,,1,
Procurement,Masters & above,Female,1,45,3,4,0,74,,1,
Technology,Bachelors,Female,1,28,1,5,0,81,,1,
Sales & Marketing,Bachelors,Male,1,31,3,4,0,46,,1,
Technology,Bachelors,Male,1,31,1,7,0,78,,1,
Sales & Marketing,N/A,Male,1,30,4,3,0,53,,1,
Technology,Bachelors,Male,1,30,2,4,0,80,,1,
Procurement,Masters & above,Female,1,33,5,5,1,64,,1,
Operations,Masters & above,Female,1,36,5,2,1,62,,3,
Analytics,Bachelors,Female,1,27,N/A,1,0,85,,1,
Sales & Marketing,Bachelors,Male,2,31,5,7,1,48,,1,
Analytics,Bachelors,Male,1,35,1,3,0,86,,1,
Procurement,N/A,Female,3,40,3,4,1,71,,1,
Technology,Masters & above,Male,2,55,3,2,0,82,,1,
Technology,Bachelors,Male,1,30,1,5,0,75,,1,
Technology,Masters & above,Female,2,33,3,3,0,77,,1,
Procurement,Masters & above,Male,1,40,2,13,0,65,,1,
Legal,Bachelors,Male,1,33,3,3,0,64,,1,
Operations,Bachelors,Male,1,57,1,17,0,62,,1,
Legal,Bachelors,Male,1,37,3,3,0,55,,1,
Procurement,Bachelors,Male,1,36,3,10,0,72,,3,
Analytics,Bachelors,Male,1,27,N/A,1,1,88,,1,
Procurement,Bachelors,Female,1,38,3,5,0,69,,1,
HR,Bachelors,Female,1,31,3,2,1,47,,1,
Operations,Masters & above,Male,1,44,4,14,0,63,,1,
Technology,Masters & above,Male,3,34,4,10,0,78,,1,
Technology,Below Secondary,Male,1,22,4,2,1,78,,1,
Procurement,Bachelors,Male,4,29,3,6,0,68,,3,
Analytics,Bachelors,Male,1,31,N/A,1,0,89,,1,
Sales & Marketing,N/A,Male,1,27,5,2,1,49,,1,
Procurement,Bachelors,Male,1,31,5,4,1,67,,1,
Operations,Bachelors,Male,1,29,1,8,0,59,,1,
Sales & Marketing,N/A,Male,1,30,3,5,0,47,,1,
Sales & Marketing,N/A,Male,1,25,5,2,1,50,,1,
R&D,Bachelors,Male,1,31,5,2,1,86,,1,
Sales & Marketing,Bachelors,Male,1,27,1,1,0,53,,3,
Procurement,Below Secondary,Male,1,24,N/A,1,0,81,,1,
Technology,Bachelors,Male,1,41,5,9,1,83,,1,
Procurement,Masters & above,Female,1,38,5,7,1,74,,1,
Technology,Masters & above,Male,1,34,2,5,0,77,,1,
Procurement,Bachelors,Female,1,26,3,2,0,66,,1,
Sales & Marketing,Bachelors,Male,1,31,4,5,0,51,,1,
Technology,Bachelors,Female,1,28,1,3,0,83,,1,
Sales & Marketing,Masters & above,Male,1,38,5,4,0,53,,1,
Sales & Marketing,Bachelors,Male,1,49,5,11,0,51,,1,
Technology,Masters & above,Female,1,54,1,18,0,78,,1,
Operations,Bachelors,Male,2,33,4,8,0,57,,1,
Sales & Marketing,Bachelors,Female,1,31,1,8,0,54,,3,
Finance,Bachelors,Male,1,29,N/A,1,1,60,,1,
Analytics,Bachelors,Female,1,27,1,3,0,83,,1,
Analytics,Bachelors,Male,1,33,5,4,1,84,,3,
Sales & Marketing,Bachelors,Male,3,24,N/A,1,0,53,,1,
Operations,Bachelors,Female,2,30,5,5,1,55,,1,
Operations,Bachelors,Male,2,39,4,4,0,59,,1,
Procurement,Bachelors,Male,1,31,3,4,0,70,,1,
Sales & Marketing,Bachelors,Male,1,32,4,3,1,43,,1,
Sales & Marketing,Bachelors,Male,1,31,3,4,0,47,,1,
Procurement,Masters & above,Male,1,38,1,3,1,71,,1,
Operations,Masters & above,Female,1,33,3,9,0,55,,1,
Sales & Marketing,Bachelors,Male,2,29,3,5,0,49,,1,
Technology,Masters & above,Male,1,40,5,8,1,82,,1,
Procurement,Masters & above,Female,1,32,5,7,1,68,,1,
Sales & Marketing,Bachelors,Male,1,28,4,5,1,46,,3,
Technology,Bachelors,Male,1,29,N/A,1,0,82,,3,
Procurement,Bachelors,Male,1,24,N/A,1,1,71,,1,
Procurement,Bachelors,Female,1,29,5,2,1,70,,1,
Sales & Marketing,Bachelors,Male,1,35,5,3,0,50,,3,
Analytics,Bachelors,Male,1,26,N/A,1,1,85,,1,
Sales & Marketing,Bachelors,Male,2,28,2,6,0,47,,1,
Sales & Marketing,Bachelors,Female,1,27,3,3,1,48,,1,
Sales & Marketing,Bachelors,Male,1,44,3,16,0,53,,1,
Finance,Bachelors,Male,1,32,5,3,1,57,,3,
Sales & Marketing,Bachelors,Male,1,26,N/A,1,0,52,,1,
Procurement,Bachelors,Male,2,37,5,10,1,70,,1,
Technology,Bachelors,Male,1,31,5,4,0,83,,1,
Operations,Bachelors,Male,1,39,5,4,1,55,,3,
Analytics,Bachelors,Male,2,27,N/A,1,0,87,,1,
Technology,Bachelors,Female,2,43,3,9,1,79,,1,
Operations,Bachelors,Female,1,41,2,4,0,62,,1,
Procurement,Bachelors,Male,1,30,5,5,1,72,,1,
Technology,Bachelors,Male,1,29,1,4,0,78,,1,
Procurement,Masters & above,Female,2,36,3,9,0,70,,1,
Sales & Marketing,Bachelors,Male,1,31,3,5,1,50,,1,
Procurement,Masters & above,Male,1,41,5,10,1,72,,1,
Finance,Bachelors,Male,1,29,1,3,0,62,,1,
Sales & Marketing,Bachelors,Male,1,46,1,11,0,50,,1,
Procurement,N/A,Female,1,31,3,5,0,75,,1,
Procurement,Masters & above,Male,1,44,3,17,0,75,,1,
Finance,Masters & above,Male,1,34,3,7,0,56,,1,
Sales & Marketing,Masters & above,Male,1,41,3,8,0,53,,1,
Sales & Marketing,Bachelors,Male,3,31,3,2,1,48,,1,
Operations,Bachelors,Male,2,37,1,4,0,58,,1,
Sales & Marketing,Bachelors,Male,1,42,5,14,0,50,,1,
R&D,Bachelors,Male,1,28,4,2,0,80,,1,
Technology,Masters & above,Female,2,50,5,20,1,80,,1,
Procurement,Bachelors,Female,1,29,5,2,0,70,,1,
Sales & Marketing,Bachelors,Male,1,30,1,2,0,56,,1,
Technology,Bachelors,Male,5,28,1,2,1,76,,3,
R&D,Masters & above,Male,1,28,N/A,1,1,79,,1,
Procurement,Bachelors,Female,1,57,4,25,0,66,,1,
Procurement,Bachelors,Male,1,30,4,4,0,69,,1,
Procurement,Bachelors,Female,3,25,4,3,0,69,,1,
Sales & Marketing,N/A,Male,1,35,5,9,0,49,,1,
Technology,Bachelors,Male,1,58,4,3,1,79,,1,
Sales & Marketing,Masters & above,Male,1,32,5,4,1,42,,1,
Sales & Marketing,Masters & above,Male,1,36,5,3,1,54,,1,
Finance,Bachelors,Male,1,52,3,13,0,60,,1,
Sales & Marketing,Bachelors,Female,1,37,3,7,0,50,,1,
Sales & Marketing,Masters & above,Male,2,43,3,12,0,51,,1,
Procurement,Bachelors,Male,1,27,2,4,0,72,,1,
Sales & Marketing,Masters & above,Male,2,32,4,3,1,49,,1,
Operations,Bachelors,Male,1,27,4,2,0,59,,1,
Sales & Marketing,Bachelors,Male,1,31,4,6,0,51,,1,
Technology,Bachelors,Male,1,30,3,5,1,78,,1,
Sales & Marketing,Masters & above,Male,1,28,1,2,0,50,,1,
Sales & Marketing,Bachelors,Male,1,30,3,5,0,49,,1,
Procurement,Masters & above,Female,1,57,4,7,1,67,,1,
Operations,Bachelors,Female,1,36,4,10,1,58,,1,
Technology,Masters & above,Male,2,60,3,6,0,83,,1,
Operations,Bachelors,Male,1,41,4,2,0,60,,1,
Sales & Marketing,Bachelors,Male,1,37,3,4,1,46,,1,
Technology,Bachelors,Male,2,36,5,3,1,80,,1,
Operations,Bachelors,Female,1,31,4,5,0,64,,1,
Sales & Marketing,Bachelors,Male,1,27,3,4,0,65,,1,
Sales & Marketing,Masters & above,Female,1,41,2,5,0,47,,1,
Analytics,Bachelors,Male,1,29,3,2,1,94,,1,
Sales & Marketing,N/A,Male,3,29,1,2,0,49,,1,
Procurement,Masters & above,Male,1,37,3,7,1,70,,1,
Analytics,N/A,Male,1,26,3,5,0,80,,3,
Operations,Bachelors,Female,1,28,N/A,1,0,61,,1,
Operations,Bachelors,Male,1,42,5,14,0,54,,1,
Operations,Masters & above,Male,2,36,5,7,1,66,,1,
R&D,Masters & above,Male,2,31,5,8,1,89,,1,
Sales & Marketing,Bachelors,Male,2,39,2,8,0,52,,1,
Sales & Marketing,Bachelors,Male,3,32,5,2,1,46,,1,
Analytics,Bachelors,Male,1,35,3,2,1,86,,1,
Sales & Marketing,Bachelors,Male,1,31,4,6,0,50,,1,
Procurement,Bachelors,Female,4,30,1,5,0,71,,1,
Operations,Bachelors,Male,1,43,3,12,0,60,,3,
Sales & Marketing,Bachelors,Male,1,28,N/A,1,0,50,,3,
Analytics,Bachelors,Male,1,28,N/A,1,0,87,,1,
Legal,Bachelors,Male,1,55,3,8,0,62,,1,
Sales & Marketing,Masters & above,Male,1,46,5,16,0,62,,1,
Sales & Marketing,Masters & above,Male,1,43,4,11,0,48,,1,
Analytics,Bachelors,Male,4,28,3,2,0,88,,1,
Sales & Marketing,Bachelors,Male,1,34,2,2,0,47,,1,
Sales & Marketing,Bachelors,Male,1,36,3,4,0,53,,1,
R&D,Masters & above,Male,1,28,4,2,1,85,,1,
Procurement,Bachelors,Male,1,30,5,5,1,65,,1,
Finance,Bachelors,Female,1,34,5,5,0,69,,1,
Operations,Bachelors,Female,1,40,4,11,0,61,,1,
Analytics,Bachelors,Male,1,31,4,4,0,79,,1,
Operations,Bachelors,Female,2,50,4,20,0,64,,1,
Sales & Marketing,Masters & above,Female,1,43,5,6,1,52,,1,
Technology,Masters & above,Female,2,35,3,3,0,79,,1,
Operations,Bachelors,Female,1,29,5,7,1,60,,3,
Sales & Marketing,Bachelors,Male,1,23,N/A,1,0,52,,1,
Operations,Bachelors,Female,2,28,2,5,0,64,,1,
Technology,Bachelors,Female,1,29,1,2,0,71,,1,
Procurement,Masters & above,Male,2,42,5,14,1,68,,1,
Finance,Masters & above,Male,1,32,1,3,1,56,,1,
Sales & Marketing,Bachelors,Female,2,26,2,3,1,51,,1,
Finance,Below Secondary,Female,1,25,5,2,1,63,,3,
Procurement,Bachelors,Male,1,26,N/A,1,0,70,,3,
Sales & Marketing,Bachelors,Male,1,27,N/A,1,0,49,,1,
Analytics,Bachelors,Male,2,32,4,7,1,86,,1,
Procurement,Bachelors,Female,2,34,5,7,0,64,,1,
Procurement,Bachelors,Male,1,46,3,7,0,71,,1,
Operations,Bachelors,Female,1,27,4,1,0,58,,1,
Sales & Marketing,Masters & above,Male,1,31,3,6,0,50,,1,
Sales & Marketing,N/A,Male,1,27,4,2,0,51,,1,
Sales & Marketing,Bachelors,Male,2,41,1,5,1,49,,1,
Sales & Marketing,Bachelors,Male,4,35,1,7,1,52,,1,
Sales & Marketing,Bachelors,Male,1,47,1,4,0,50,,1,
Operations,Bachelors,Male,1,26,5,4,1,62,,1,
Operations,Masters & above,Female,1,51,4,9,0,60,,1,
Legal,Below Secondary,Male,1,27,5,4,1,55,,1,
Procurement,Bachelors,Male,1,43,3,4,1,70,,1,
Technology,Masters & above,Female,1,32,3,3,0,82,,1,
Operations,Masters & above,Female,1,36,1,7,0,56,,1,
Analytics,Bachelors,Male,1,32,4,6,0,90,,1,
Sales & Marketing,Bachelors,Male,1,31,5,10,0,52,,1,
Finance,Masters & above,Female,1,43,4,10,0,61,,1,
Sales & Marketing,Bachelors,Male,1,33,3,2,0,54,,1,
Operations,Bachelors,Male,1,36,1,9,0,56,,1,
Sales & Marketing,N/A,Male,1,26,3,3,1,51,,1,
Operations,Masters & above,Male,1,42,3,7,1,59,,1,
Technology,Bachelors,Female,1,27,3,3,0,79,,1,
Sales & Marketing,Bachelors,Male,1,33,1,3,0,49,,1,
Operations,Bachelors,Female,1,32,3,2,0,60,,1,
Operations,Bachelors,Female,1,51,5,2,0,88,,1,
Operations,Bachelors,Male,2,37,3,8,0,63,,1,
Legal,Masters & above,Male,1,37,5,5,1,61,,1,
Analytics,Bachelors,Male,1,40,3,11,0,84,,1,
Technology,Bachelors,Male,1,26,4,3,1,81,,1,
Technology,Bachelors,Male,1,29,5,5,1,79,,1,
Procurement,Bachelors,Female,1,31,3,2,0,94,,1,
Legal,Bachelors,Male,1,29,4,3,0,59,,1,
Procurement,Bachelors,Female,2,32,1,3,0,68,,1,
Technology,Masters & above,Female,1,53,4,4,0,79,,1,
Sales & Marketing,Bachelors,Male,1,43,5,17,1,50,,1,
Sales & Marketing,N/A,Male,1,41,4,12,0,49,,3,
Finance,Bachelors,Female,1,25,N/A,1,1,59,,1,
Procurement,Masters & above,Female,1,32,1,6,0,67,,1,
Procurement,Masters & above,Male,1,38,5,10,1,72,,1,
Technology,Bachelors,Female,1,30,5,2,0,77,,1,
Sales & Marketing,Masters & above,Male,1,39,5,13,0,51,,1,
Technology,Masters & above,Male,1,34,4,8,0,81,,1,
Finance,N/A,Female,1,51,3,7,0,58,,1,
Finance,Bachelors,Female,1,25,5,3,0,65,,1,
Operations,Bachelors,Male,2,31,4,7,0,59,,1,
Technology,Bachelors,Male,1,30,3,4,0,80,,1,
Sales & Marketing,Masters & above,Male,1,40,5,6,0,48,,1,
Procurement,Bachelors,Female,2,27,3,2,0,65,,1,
Technology,Bachelors,Female,1,27,3,2,0,80,,1,
Operations,Bachelors,Female,1,32,3,5,0,60,,1,
Sales & Marketing,N/A,Male,1,33,3,5,0,51,,1,
HR,Masters & above,Male,1,54,5,4,1,51,,1,
Sales & Marketing,N/A,Male,1,28,3,5,0,51,,1,
Procurement,Bachelors,Male,3,28,3,3,1,71,,1,
Procurement,Bachelors,Female,1,33,3,8,0,68,,3,
Procurement,Bachelors,Female,2,24,N/A,1,0,72,,1,
Sales & Marketing,Bachelors,Male,1,34,3,2,1,88,,3,
Sales & Marketing,Bachelors,Male,2,27,N/A,1,0,51,,1,
Operations,Bachelors,Female,1,32,2,7,0,64,,1,
Sales & Marketing,Masters & above,Male,1,41,3,15,0,47,,1,
Procurement,Masters & above,Female,1,39,4,10,1,70,,1,
Procurement,Bachelors,Male,1,31,4,7,1,72,,1,
Sales & Marketing,Bachelors,Male,2,28,3,3,0,47,,1,
Operations,Bachelors,Male,1,29,3,3,0,66,,1,
Sales & Marketing,Masters & above,Male,2,35,3,3,1,48,,1,
Sales & Marketing,Bachelors,Male,1,34,5,7,1,54,,1,
Finance,Below Secondary,Male,1,24,3,2,1,57,,1,
HR,Bachelors,Female,1,24,3,2,0,51,,1,
Operations,Bachelors,Female,1,35,3,8,0,62,,1,
Operations,Bachelors,Female,1,39,5,6,1,58,,1,
Operations,Bachelors,Male,1,26,5,3,1,60,,1,
R&D,Bachelors,Male,1,28,3,2,1,85,,1,
Analytics,Masters & above,Male,2,33,5,3,0,81,,1,
Sales & Marketing,N/A,Male,1,30,3,4,0,49,,1,
Sales & Marketing,Bachelors,Male,1,31,4,6,0,51,,1,
Procurement,Masters & above,Female,1,49,1,5,1,67,,1,
Procurement,Bachelors,Female,1,31,1,4,0,69,,1,
Analytics,Bachelors,Male,1,44,3,4,0,86,,1,
Technology,Masters & above,Female,1,35,2,8,0,74,,1,
Sales & Marketing,Masters & above,Female,1,39,4,7,0,62,,1,
Sales & Marketing,Bachelors,Male,1,34,3,4,1,49,,1,
Operations,Bachelors,Female,1,32,4,6,0,54,,1,
Finance,Bachelors,Male,1,55,3,3,0,62,,1,
Procurement,Masters & above,Female,1,49,1,4,0,72,,3,
Sales & Marketing,N/A,Male,1,26,N/A,1,0,47,,1,
Analytics,Bachelors,Male,1,36,5,4,1,82,,1,
Procurement,Masters & above,Male,1,36,5,12,1,68,,1,
Technology,Bachelors,Male,1,35,4,10,0,82,,1,
Analytics,Bachelors,Female,2,28,3,5,0,84,,1,
Sales & Marketing,Masters & above,Male,1,59,3,29,1,48,,1,
Finance,Bachelors,Male,1,32,3,7,1,68,,1,
Analytics,Masters & above,Male,1,42,5,6,1,82,,1,
Sales & Marketing,Bachelors,Male,1,31,1,4,0,51,,1,
Technology,Bachelors,Male,1,38,3,10,0,81,,1,
Finance,Bachelors,Male,1,28,5,3,1,57,,1,
Sales & Marketing,Bachelors,Male,1,44,1,6,1,48,,1,
Technology,Masters & above,Male,2,39,3,4,0,76,,3,
HR,Bachelors,Male,1,28,N/A,1,1,49,,1,
Sales & Marketing,Bachelors,Male,1,35,1,3,0,51,,1,
Sales & Marketing,Masters & above,Female,1,58,5,15,0,45,,1,
Operations,Masters & above,Female,1,32,5,7,1,60,,1,
Technology,Bachelors,Male,1,31,3,2,1,78,,1,
Finance,Bachelors,Female,1,31,3,5,1,61,,1,
Technology,Bachelors,Male,1,29,3,2,0,80,,1,
Sales & Marketing,Masters & above,Male,1,37,3,8,0,52,,1,
Operations,Bachelors,Male,1,31,3,6,1,66,,1,
Procurement,Bachelors,Male,1,34,4,4,1,72,,1,
Sales & Marketing,Bachelors,Male,4,27,2,1,0,52,,1,
Finance,Bachelors,Male,1,28,1,2,0,61,,1,
Sales & Marketing,Masters & above,Male,2,55,3,4,0,91,,1,
Procurement,Bachelors,Male,1,40,3,2,1,70,,1,
Sales & Marketing,Masters & above,Male,1,35,3,8,0,48,,1,
Analytics,Bachelors,Male,1,32,4,4,0,87,,1,
Sales & Marketing,Bachelors,Male,2,30,3,4,0,49,,1,
Analytics,Bachelors,Male,1,29,3,2,1,82,,1,
Technology,Bachelors,Female,1,31,2,8,0,83,,1,
Finance,Bachelors,Male,1,35,3,11,0,59,,1,
Sales & Marketing,Bachelors,Male,1,37,1,10,0,51,,1,
Sales & Marketing,Masters & above,Male,2,36,3,4,0,49,,1,
Sales & Marketing,Masters & above,Male,1,34,5,7,0,52,,1,
HR,Masters & above,Male,1,38,5,4,1,49,,1,
Technology,Bachelors,Female,1,42,3,5,1,80,,1,
Analytics,Bachelors,Male,2,26,2,3,1,82,,1,
Operations,Bachelors,Female,1,39,3,10,0,59,,1,
Operations,Bachelors,Male,1,45,3,7,1,62,,1,
Legal,Bachelors,Male,1,52,3,9,0,57,,1,
Sales & Marketing,Bachelors,Male,1,29,4,6,0,52,,1,
Operations,Bachelors,Male,1,36,4,10,0,62,,1,
Operations,Masters & above,Female,1,35,5,7,0,56,,1,
Operations,Bachelors,Female,1,28,5,3,1,63,,1,
Sales & Marketing,N/A,Male,1,39,1,3,0,48,,1,
Technology,Below Secondary,Female,2,24,4,2,0,85,,1,
Operations,Bachelors,Male,1,36,3,3,1,61,,1,
Sales & Marketing,Bachelors,Female,1,54,2,3,0,48,,1,
Operations,Bachelors,Female,1,40,3,13,1,57,,1,
Sales & Marketing,Bachelors,Male,2,44,5,8,0,49,,1,
Operations,Bachelors,Male,1,35,4,7,1,57,,1,
Procurement,Masters & above,Female,1,34,3,7,1,66,,1,
Analytics,Bachelors,Male,2,41,3,6,0,86,,1,
Finance,Masters & above,Female,1,52,4,20,1,64,,1,
Technology,Bachelors,Male,2,30,4,5,1,85,,3,
Sales & Marketing,Bachelors,Male,1,25,N/A,1,0,53,,1,
Sales & Marketing,Bachelors,Female,1,55,3,11,1,50,,1,
R&D,Masters & above,Male,4,36,3,3,1,85,,1,
Finance,Bachelors,Female,1,27,1,4,1,59,,1,
Technology,Masters & above,Male,3,42,3,10,0,80,,1,
Technology,Bachelors,Male,1,50,5,18,0,80,,1,
Technology,Bachelors,Female,2,31,3,4,0,81,,1,
Sales & Marketing,Masters & above,Male,1,45,1,5,0,54,,1,
Operations,Bachelors,Female,1,28,5,4,1,54,,3,
HR,Below Secondary,Male,1,23,N/A,1,0,49,,1,
Sales & Marketing,Bachelors,Male,1,44,2,15,0,53,,1,
Sales & Marketing,Masters & above,Female,1,48,4,3,0,52,,1,
Operations,Masters & above,Male,1,42,3,16,0,60,,1,
Operations,Bachelors,Female,1,36,5,7,0,70,,1,
Technology,Bachelors,Female,1,35,3,8,1,72,,1,
HR,Bachelors,Female,1,34,1,5,0,53,,1,
Technology,Bachelors,Male,1,31,3,2,1,79,,3,
Sales & Marketing,Bachelors,Male,1,29,N/A,1,1,54,,1,
Sales & Marketing,N/A,Male,1,34,3,8,0,45,,1,
Sales & Marketing,Masters & above,Female,1,56,2,7,0,47,,1,
Procurement,Masters & above,Female,1,37,5,8,1,70,,1,
Operations,Bachelors,Male,2,42,4,11,1,58,,1,
HR,Bachelors,Male,1,35,5,5,1,51,,1,
Sales & Marketing,Bachelors,Male,2,30,4,2,1,49,,1,
Technology,Masters & above,Male,1,36,4,8,0,85,,1,
Procurement,Masters & above,Male,1,46,1,4,0,68,,1,
Technology,Masters & above,Male,1,35,3,7,0,81,,1,
Finance,Masters & above,Male,2,35,5,8,1,59,,1,
Sales & Marketing,Masters & above,Male,1,38,5,9,1,50,,1,
Sales & Marketing,Masters & above,Male,1,35,5,3,1,53,,1,
Sales & Marketing,Bachelors,Female,2,53,3,6,0,49,,1,
Technology,Masters & above,Male,2,38,4,5,0,81,,1,
Operations,Bachelors,Female,1,41,3,7,0,58,,1,
Operations,Bachelors,Female,2,39,4,12,0,62,,1,
Analytics,Bachelors,Male,1,31,1,9,0,85,,1,
Analytics,Bachelors,Female,2,33,3,4,0,80,,1,
Sales & Marketing,Bachelors,Female,1,32,5,7,1,43,,1,
Technology,Masters & above,Female,1,35,2,7,1,76,,1,
Finance,Bachelors,Male,2,29,2,3,1,59,,1,
HR,Bachelors,Male,1,51,4,11,0,53,,1,
Analytics,Bachelors,Male,3,26,5,2,1,86,,1,
Operations,Bachelors,Female,1,44,2,4,1,56,,1,
Operations,Bachelors,Male,3,30,3,3,1,57,,1,
Operations,Bachelors,Female,1,34,4,9,1,61,,1,
Operations,Bachelors,Male,1,38,5,2,1,57,,1,
Sales & Marketing,Bachelors,Male,1,26,2,3,0,51,,1,
Operations,Bachelors,Male,1,45,3,7,1,57,,1,
Operations,Masters & above,Female,2,37,4,8,0,57,,3,
Analytics,N/A,Female,1,28,N/A,1,1,89,,1,
Procurement,Masters & above,Male,1,48,3,5,1,70,,1,
Operations,Bachelors,Female,2,35,5,7,1,57,,1,
Finance,Bachelors,Male,4,33,1,4,0,61,,1,
Sales & Marketing,Bachelors,Male,2,31,1,5,0,52,,1,
HR,Bachelors,Female,1,49,4,2,0,50,,1,
Technology,Bachelors,Male,5,29,3,4,0,79,,1,
Analytics,Bachelors,Male,3,32,3,7,0,80,,1,
Technology,Masters & above,Female,1,41,4,5,0,79,,1,
Operations,Masters & above,Male,1,40,3,6,1,60,,1,
Sales & Marketing,Bachelors,Male,1,48,1,21,0,47,,1,
Sales & Marketing,Bachelors,Female,1,34,1,7,0,53,,1,
Sales & Marketing,Bachelors,Male,1,27,4,4,1,54,,1,
HR,Masters & above,Female,1,33,4,6,1,79,,1,
Sales & Marketing,Masters & above,Male,1,41,5,7,1,51,,1,
Sales & Marketing,Masters & above,Female,2,32,5,7,1,51,,1,
Finance,Masters & above,Female,1,37,2,9,0,59,,1,
Procurement,Masters & above,Male,1,58,3,4,1,68,,1,
Operations,Masters & above,Female,1,37,1,6,0,64,,1,
Analytics,Bachelors,Male,1,37,5,8,1,84,,1,
Operations,Bachelors,Female,1,32,4,7,0,59,,1,
Technology,Masters & above,Male,1,40,5,9,1,80,,3,
R&D,Bachelors,Female,1,29,N/A,1,0,88,,3,
HR,Bachelors,Male,1,27,N/A,1,0,53,,1,
Sales & Marketing,Bachelors,Male,1,35,5,7,0,46,,1,
Procurement,Masters & above,Male,1,35,2,9,1,70,,1,
HR,Below Secondary,Male,2,23,5,2,1,57,,1,
Sales & Marketing,Masters & above,Male,1,36,5,4,1,48,,1,
HR,Masters & above,Male,1,41,3,11,1,96,,1,
Sales & Marketing,Bachelors,Male,3,33,3,6,0,50,,1,
Analytics,Bachelors,Male,1,33,4,9,0,86,,1,
Operations,Masters & above,Male,1,40,3,6,0,62,,1,
Sales & Marketing,Masters & above,Female,1,36,3,7,0,45,,1,
R&D,N/A,Male,1,31,4,2,1,79,,1,
Analytics,Bachelors,Female,1,30,3,4,0,87,,1,
Operations,Bachelors,Male,1,40,3,11,0,56,,1,
Technology,Bachelors,Male,2,31,3,3,0,84,,1,
